nama_tempat,lat,lon,kategori,wilayah
Indomaret,-7.8118053,110.3884972,convenience,gunungkidul
Indomaret,-7.808104,110.3875992,convenience,gunungkidul
Indomaret,-7.8030994,110.3890254,convenience,gunungkidul
Indomaret,-7.8018265,110.3896248,convenience,gunungkidul
Indomaret,-7.8037648,110.3949802,convenience,gunungkidul
Indomaret,-7.7994236,110.3848143,convenience,gunungkidul
Indomaret,-7.7899362,110.3865321,convenience,gunungkidul
Indomaret,-7.7901344,110.3936511,convenience,gunungkidul
Indomaret,-7.7867561,110.3948906,convenience,gunungkidul
Indomaret,-7.7828952,110.3831935,convenience,gunungkidul
Indomaret,-7.8171335,110.3845873,convenience,gunungkidul
Indomaret,-7.8162861,110.3813324,convenience,gunungkidul
Indomaret,-7.8132603,110.3828751,convenience,gunungkidul
Alfamart,-7.7838365,110.4102707,convenience,gunungkidul
Lawson,-7.7940794,110.3780055,convenience,gunungkidul
Kopma UIN Sunan Kalijaga,-7.7862344,110.3944341,convenience,gunungkidul
Alfamart,-7.7836057,110.4268755,convenience,gunungkidul
Indomaret,-7.7867712,110.3948772,convenience,gunungkidul
Alfamart,-7.7878661,110.3662461,convenience,gunungkidul
Indomaret,-7.8044651,110.3509808,convenience,gunungkidul
Indomaret,-7.7827673,110.3993622,convenience,gunungkidul
Alfamart,-7.783462,110.4002993,convenience,gunungkidul
Alfamart,-8.0447754,110.8137644,convenience,gunungkidul
Alfamart,-7.7879588,110.3945093,convenience,gunungkidul
Indomaret,-7.7887958,110.3744053,convenience,gunungkidul
Kopeka,-7.7896357,110.3734216,convenience,gunungkidul
Circle K,-7.7878427,110.373332,convenience,gunungkidul
Alfamart,-7.7881789,110.3725439,convenience,gunungkidul
Kiosk,-7.7888396,110.3722653,convenience,gunungkidul
Indomaret,-7.7841309,110.3421306,convenience,gunungkidul
ATTA Susu,-7.7826109,110.4776599,convenience,gunungkidul
Toko Bu Sulis,-7.7903268,110.4779517,convenience,gunungkidul
Toko Kadafi,-7.7901415,110.4781683,convenience,gunungkidul
Toko Bu Win,-7.7907841,110.4742458,convenience,gunungkidul
Madurejo Swalayan,-7.7892167,110.4829573,convenience,gunungkidul
Minimarket tokis Nasa Ab 1326,-7.7886088,110.4788979,convenience,gunungkidul
Circle K,-7.7916807,110.3657987,convenience,gunungkidul
Alfamart,-7.7916032,110.3657572,convenience,gunungkidul
Indomaret,-7.7914679,110.3657796,convenience,gunungkidul
Toko Udin,-7.7902744,110.3865572,convenience,gunungkidul
Indomaret,-7.8072678,110.4019192,convenience,gunungkidul
pamella 1,-7.8014921,110.390963,convenience,gunungkidul
Indomaret,-7.7978158,110.3927039,convenience,gunungkidul
Alfamidi,-7.8203466,110.3558227,convenience,gunungkidul
Indomaret,-7.8107141,110.3988808,convenience,gunungkidul
Indomaret,-7.8123083,110.4018675,convenience,gunungkidul
Alfamart,-8.0810126,110.7632116,convenience,gunungkidul
Indomaret,-7.7829754,110.413737,convenience,gunungkidul
Indomaret,-7.7830071,110.4077089,convenience,gunungkidul
Bright Mart,-7.7827432,110.4079976,convenience,gunungkidul
Alfamart,-7.8194553,110.397484,convenience,gunungkidul
Indomaret,-7.7905181,110.3658913,convenience,gunungkidul
Lawson,-7.7877941,110.3662565,convenience,gunungkidul
Alfamidi,-7.8134861,110.396037,convenience,gunungkidul
Toko Basuki,-7.8135069,110.3966387,convenience,gunungkidul
Alfamart,-7.7830925,110.4066439,convenience,gunungkidul
Indomaret,-7.7877342,110.3662637,convenience,gunungkidul
Gadri,-7.806386,110.3628846,restaurant,gunungkidul
Kedai Kebun,-7.8181527,110.362733,restaurant,gunungkidul
Lotus Garden,-7.8200546,110.3711402,restaurant,gunungkidul
Bakso Baskom,-7.8274524,110.4381163,restaurant,gunungkidul
"Soto Bathok ""Mbah Joyo""",-7.7831728,110.4449559,restaurant,gunungkidul
Bu Ageng,-7.8182738,110.3642203,restaurant,gunungkidul
warung oncor asli,-7.7876154,110.3660367,restaurant,gunungkidul
Terang Mulyo,-7.8125926,110.3687072,restaurant,gunungkidul
lie djong,-7.8025789,110.3691254,restaurant,gunungkidul
Milas,-7.822212,110.3685451,restaurant,gunungkidul
Rumah Kawan,-7.8273609,110.4369821,restaurant,gunungkidul
Nasi Goreng Sapi Padmanaba,-7.7867728,110.3731595,restaurant,gunungkidul
warung soto,-7.78675,110.3932735,restaurant,gunungkidul
mie ayam Bu Tumini,-7.8335239,110.3905709,restaurant,gunungkidul
Soto Mbak Nunung,-7.8027336,110.3637554,restaurant,gunungkidul
Bakmi Jawa Pak Pele,-7.8052337,110.3652655,restaurant,gunungkidul
SS (Spesial Sambal) Waroeng,-7.8145807,110.3660402,restaurant,gunungkidul
Tojoyo 3 Ayam Goreng dan Bebek Goreng,-7.8146219,110.3662689,restaurant,gunungkidul
House of Raminten,-7.785123,110.3715439,restaurant,gunungkidul
Bakmi Kadin,-7.8019642,110.3726219,restaurant,gunungkidul
Warung Sri Agung,-7.945747,110.4876088,restaurant,gunungkidul
Soto Kudus Gajah Mada,-7.7828175,110.3920591,restaurant,gunungkidul
Soto Ayam Miroso,-7.7830923,110.3985629,restaurant,gunungkidul
Golden Clopatra,-7.8212043,110.3638596,restaurant,gunungkidul
Mediterranea by Kamil,-7.8185002,110.3645423,restaurant,gunungkidul
Warung Pascok,-7.8212658,110.363645,restaurant,gunungkidul
Bank Jo,-7.8211102,110.3679636,restaurant,gunungkidul
Makanan Padang,-7.8216426,110.3679567,restaurant,gunungkidul
Michaela's Kitchen,-7.8207453,110.366793,restaurant,gunungkidul
Pramesthi Hotel,-7.8216489,110.3653899,restaurant,gunungkidul
Kedai Bin Saif,-7.8250613,110.3767831,restaurant,gunungkidul
Nasi Uduk,-7.8247517,110.3734536,restaurant,gunungkidul
Saion & Spa,-7.8185877,110.3673477,restaurant,gunungkidul
Rapoppo,-7.8182947,110.3644234,restaurant,gunungkidul
Warung Makan Putra,-7.812737,110.367014,restaurant,gunungkidul
Bakpia Gito,-7.8155257,110.3599098,restaurant,gunungkidul
Kupat Tahu,-7.8022544,110.3949412,restaurant,gunungkidul
Nanamia Pizzeria,-7.8180246,110.3624919,restaurant,gunungkidul
Gado2 Bu Barinah,-7.8226027,110.3551655,restaurant,gunungkidul
Dapur Sambal,-7.8031767,110.3663228,restaurant,gunungkidul
Playground,-7.7909498,110.3931768,restaurant,gunungkidul
Warung Lotek,-7.8185503,110.3682411,restaurant,gunungkidul
Mi casa es tu casa,-7.7905199,110.3640246,restaurant,gunungkidul
Kedai Rakjat Djelata,-7.7930961,110.3780556,restaurant,gunungkidul
Bakmi Jawa Harjo Geno,-7.8198449,110.3681123,restaurant,gunungkidul
Six Senses Restaurant,-7.8174795,110.3624453,restaurant,gunungkidul
Fortunate Coffee Jogja,-7.7940577,110.361162,restaurant,gunungkidul
Warung,-8.1968859,110.7209198,restaurant,gunungkidul
Warungs,-8.1895224,110.7106741,restaurant,gunungkidul
Taj,-7.7832199,110.3848854,restaurant,gunungkidul
Le Soleil,-7.8192018,110.3719973,restaurant,gunungkidul
Bamboo House,-7.8198842,110.3688921,restaurant,gunungkidul
Warung Pak Kumis & Bu Gendut,-7.7877965,110.3995747,restaurant,gunungkidul
Ayam Geprek,-7.7876052,110.3995426,restaurant,gunungkidul
Pak Gembul,-7.8010808,110.3616132,restaurant,gunungkidul
Soto Lamongan Cak Mangku,-7.8021704,110.393007,restaurant,gunungkidul
Tahu Tek Jumbo,-7.7912204,110.3573118,restaurant,gunungkidul
Manuk Londho,-7.7918948,110.3719224,restaurant,gunungkidul
Tio Ciu Seafood & Chinese Food,-7.7827313,110.3703171,restaurant,gunungkidul
Batik,-7.7916636,110.365052,restaurant,gunungkidul
Sintawang Resto,-7.7820808,110.3607339,restaurant,gunungkidul
Warung Soto Pak Martin,-7.8080811,110.35462,restaurant,gunungkidul
La-capila,-7.7887367,110.3724948,restaurant,gunungkidul
Warung Makan Sri Tumpuk,-7.7831012,110.4241735,restaurant,gunungkidul
Gudeg Yu Djum,-7.7833162,110.4287114,restaurant,gunungkidul
bika ambon larizo,-7.8182686,110.3619627,restaurant,gunungkidul
Ayam Goreng Tojoyo 3,-7.7829566,110.386623,restaurant,gunungkidul
Water Castle Cafe,-7.8086823,110.3600747,restaurant,gunungkidul
Holyland Warung,-7.8002269,110.3622622,restaurant,gunungkidul
Sop Buntut & Ayam Goreng Cokro,-7.7897244,110.3538973,restaurant,gunungkidul
Phuket Resto,-7.7898098,110.3538993,restaurant,gunungkidul
Soto Pak Sholeh “Al-Barokah”,-7.787186,110.3526714,restaurant,gunungkidul
Honje,-7.7834722,110.3667788,restaurant,gunungkidul
Angkringan Texas,-7.7930874,110.3533835,restaurant,gunungkidul
Angkringan,-7.7879697,110.3512358,restaurant,gunungkidul
Angkringan,-7.7890488,110.3511201,restaurant,gunungkidul
Angkringan,-7.7926023,110.3505683,restaurant,gunungkidul
Angkringan,-7.7901041,110.3540058,restaurant,gunungkidul
Angkringan,-7.7920722,110.3502168,restaurant,gunungkidul
Warung Bakso,-7.7926473,110.3674257,restaurant,gunungkidul
Lombok Ijo,-7.7832408,110.3896844,restaurant,gunungkidul
Ice cream Gelato,-7.7937544,110.3780142,restaurant,gunungkidul
Kuliner Kampung Emas,-7.8692094,110.5434129,restaurant,gunungkidul
Warung DPR Dapur Pak Robie,-7.7892293,110.4825135,restaurant,gunungkidul
Bakmi Jowo Antero,-7.7938399,110.4828098,restaurant,gunungkidul
Soto Lenthok,-7.8135747,110.3605325,restaurant,gunungkidul
Warung Ayam Sakti,-7.7891087,110.3935855,restaurant,gunungkidul
"Ayam Goreng ""Mbak UUK""",-7.7988289,110.3708199,restaurant,gunungkidul
Arjuna Restaurant,-7.8218252,110.3664699,restaurant,gunungkidul
Mie goreng Minceu,-7.7937559,110.3630416,restaurant,gunungkidul
Gudeg Yu Djum,-7.7938856,110.3651842,restaurant,gunungkidul
Sambal Uleg,-7.7940731,110.3642653,restaurant,gunungkidul
Mas bowo - nasi,-7.7939069,110.3652453,restaurant,gunungkidul
RAGIL - Sop iga/bontut,-7.7938663,110.3650379,restaurant,gunungkidul
Raos Eco - Gudeg,-7.7939182,110.3653314,restaurant,gunungkidul
Yani's Kitchen,-7.793692,110.3618973,restaurant,gunungkidul
Yogya Chicken,-7.8036399,110.3680323,restaurant,gunungkidul
Gudeg Yu Djum,-7.8045233,110.3667957,restaurant,gunungkidul
Gudeg Ibu Widodo,-7.8042445,110.366775,restaurant,gunungkidul
Bedhots Resto,-7.7908659,110.3639597,restaurant,gunungkidul
Raminten’s Kitchen,-7.7843864,110.3721122,restaurant,gunungkidul
Warung Cak Sule,-7.8168175,110.3682223,restaurant,gunungkidul
Roti Van Java,-7.8148598,110.3683794,restaurant,gunungkidul
Bakmi Jawa Pak Rebo,-7.8124132,110.3690271,restaurant,gunungkidul
Yammie Pathuk,-7.7932706,110.3582542,restaurant,gunungkidul
Blengerr,-7.8228759,110.3676938,restaurant,gunungkidul
Bakmi Jawa Pak Rebo,-7.8122911,110.3689812,restaurant,gunungkidul
Dapur El,-7.8212135,110.3679259,restaurant,gunungkidul
Sate Klatak Kambing Muda,-7.8196529,110.3679466,restaurant,gunungkidul
Karma,-7.819194,110.3717738,restaurant,gunungkidul
Cungky's,-7.8195091,110.372961,restaurant,gunungkidul
Gudeg Pawon,-7.8057242,110.3902995,restaurant,gunungkidul
Bakmi Jawa Pak Rebo,-7.8121665,110.36899,restaurant,gunungkidul
Gudeg Pawon,-7.8056513,110.3901282,restaurant,gunungkidul
Upload,-7.8165674,110.368367,restaurant,gunungkidul
Warung Noodles,-7.7847793,110.4101735,restaurant,gunungkidul
Gudeg yu Djum,-7.8146485,110.3661371,restaurant,gunungkidul
Warung Makan,-7.7844054,110.6299278,restaurant,gunungkidul
Gado-Gado,-7.8186016,110.3681944,restaurant,gunungkidul
Calzone Express,-7.8195082,110.3557469,restaurant,gunungkidul
Warung Cak Sule,-7.8173297,110.3682068,restaurant,gunungkidul
Ayam Sate,-7.8143487,110.3560695,restaurant,gunungkidul
Kambing Sate,-7.8142154,110.3559088,restaurant,gunungkidul
Fruit Stand,-7.8222012,110.3552267,restaurant,gunungkidul
Warung Acil Soto Banjar,-7.8232689,110.3550861,restaurant,gunungkidul
Bakso Balungan,-7.8119018,110.3557167,restaurant,gunungkidul
Tiga Saudara,-7.818869,110.3556541,restaurant,gunungkidul
Sagan Dak Galbi,-7.7826198,110.3793977,restaurant,gunungkidul
Lotus Mio,-7.818349,110.3633602,restaurant,gunungkidul
Warung Heru,-7.8191231,110.3710081,restaurant,gunungkidul
warung sate ayam “pak kromo” (chicken satay),-7.8016386,110.3753559,restaurant,gunungkidul
Bintang Lesehan,-7.7952944,110.3656324,restaurant,gunungkidul
Yamie Panda,-7.7885025,110.3748725,restaurant,gunungkidul
Popeye Chicken Express,-7.8200381,110.3556655,restaurant,gunungkidul
Il Pozzo Ristorante,-7.7915222,110.3782101,restaurant,gunungkidul
Warung Mie Ayam Pansit,-7.7962024,110.3642595,restaurant,gunungkidul
Tujuan,-7.8183994,110.3647863,restaurant,gunungkidul
Warung (cheap and very good),-7.8201583,110.3616375,restaurant,gunungkidul
Nikmat Rasa Bakso & Mie Ayam,-7.8118867,110.3659595,restaurant,gunungkidul
Easy Garden Restaurant & Cafe,-7.817961,110.3613666,restaurant,gunungkidul
Depot Veggie,-7.8183251,110.3682891,restaurant,gunungkidul
Hungry Nomad,-7.8201856,110.3704115,restaurant,gunungkidul
Waroeng SS Kyai Mojo,-7.7820842,110.3554426,restaurant,gunungkidul
Art Kitchen,-7.8201007,110.3690904,restaurant,gunungkidul
Kopi 'ijo',-7.7898879,110.3800969,restaurant,gunungkidul
Padang Vegan Damai,-7.7932923,110.3667089,restaurant,gunungkidul
Soto Lenthok Pak Ali,-7.8063521,110.3603395,restaurant,gunungkidul
Kete Muan,-7.7986928,110.3620464,restaurant,gunungkidul
Lombok Idjo,-7.782632,110.3635807,restaurant,gunungkidul
Snack & drinks good gado gado,-7.8063235,110.3668978,restaurant,gunungkidul
Bakso Seleraku,-7.8085911,110.366693,restaurant,gunungkidul
Arkadia,-7.8193058,110.3700674,restaurant,gunungkidul
Bakmi Shi Bhi Su,-7.8216732,110.3553365,restaurant,gunungkidul
Moerni 78,-7.791139,110.3724615,restaurant,gunungkidul
Sate Ayam Podomoro,-7.7958779,110.3689638,restaurant,gunungkidul
Kota Kembang,-7.7937032,110.3782239,restaurant,gunungkidul
Rumah Makan Airport,-7.7856037,110.4359983,restaurant,gunungkidul
Hello Steaklovers,-7.7978685,110.3523262,restaurant,gunungkidul
Upload,-7.8012414,110.3553808,restaurant,gunungkidul
Gudeng Legeda,-7.7917869,110.3534955,restaurant,gunungkidul
Warung Makan Mbak Rini,-7.8076484,110.358648,restaurant,gunungkidul
Gosambih,-7.8047221,110.3694864,restaurant,gunungkidul
Pak Uzzan - Baksol & Mie Ayam,-7.8042805,110.3572531,restaurant,gunungkidul
Roemi - Rumah Mirota,-7.7856143,110.3743158,restaurant,gunungkidul
Warung Makan Mak'e,-7.7887026,110.3769106,restaurant,gunungkidul
Mie Gacoan,-7.7885116,110.3751467,restaurant,gunungkidul
Sio Manise Seafood,-7.7886023,110.3773979,restaurant,gunungkidul
Rumah Makan Padang Andalas Raya,-7.7886632,110.377216,restaurant,gunungkidul
Sego Empal Bu Warno,-7.7887943,110.376526,restaurant,gunungkidul
Angkringan Semar Jogja,-7.7894611,110.3700634,restaurant,gunungkidul
Nasi Goreng Kambing,-7.7883717,110.3772623,restaurant,gunungkidul
Warung Makan,-7.7889073,110.3748118,restaurant,gunungkidul
Warung Makan Bu Seno,-7.7888465,110.3757242,restaurant,gunungkidul
Angkringan Yono,-7.7884847,110.3765667,restaurant,gunungkidul
Warung Makan dan Gorengan,-7.7889704,110.3741104,restaurant,gunungkidul
Nasi Goreng Sapi,-7.7883347,110.3773269,restaurant,gunungkidul
Angkringan,-7.7878667,110.3773088,restaurant,gunungkidul
Angkringan Mbak Sri,-7.7878113,110.378067,restaurant,gunungkidul
Warung Bu Endang,-7.7836614,110.3761059,restaurant,gunungkidul
Warung Bakso,-7.7836259,110.3761227,restaurant,gunungkidul
Warmindo Podjok,-7.7862429,110.3762131,restaurant,gunungkidul
Warung Makan Pecel Lele,-7.7883803,110.3716659,restaurant,gunungkidul
Nasi Goreng Kambing,-7.7882789,110.371843,restaurant,gunungkidul
Warung Makan Berkah,-7.7888966,110.3778824,restaurant,gunungkidul
Angkringan Pak Tri,-7.788707,110.3785669,restaurant,gunungkidul
Angkringan Denpal,-7.7915402,110.3777711,restaurant,gunungkidul
Angkringan,-7.7900984,110.3780005,restaurant,gunungkidul
Phuket Noodle,-7.7877758,110.3785982,restaurant,gunungkidul
Warung Makan Simple Food,-7.788046,110.3785644,restaurant,gunungkidul
Warung Makan Bakmi dan Nasi Goreng,-7.7889227,110.3738316,restaurant,gunungkidul
Warung Makan 97,-7.7871531,110.3791293,restaurant,gunungkidul
Warung Nasi dan Mie Ayam Obar-abir,-7.787488,110.3786392,restaurant,gunungkidul
Warung Makan Polsek,-7.7883556,110.3782723,restaurant,gunungkidul
Warung Makan Fresco,-7.788415,110.3778703,restaurant,gunungkidul
Depot Instan,-7.7891503,110.3758047,restaurant,gunungkidul
Nii-Ku,-7.7852273,110.372214,restaurant,gunungkidul
Raminten Kitchen,-7.7843927,110.3721924,restaurant,gunungkidul
Twister,-7.7850614,110.3722121,restaurant,gunungkidul
Warung Soto,-7.7878635,110.3783945,restaurant,gunungkidul
Soto,-7.9126913,110.5551469,restaurant,gunungkidul
Mie Bonafide,-7.7869927,110.3737176,restaurant,gunungkidul
Sop Ayam Pak Min Klaten,-7.788306,110.3735082,restaurant,gunungkidul
Soto Ayam Pak B Sidokabul,-7.8204099,110.3794672,restaurant,gunungkidul
Ayam Geprek dan Prasmanan,-7.7862291,110.3711677,restaurant,gunungkidul
Warung Makan Ibu Sofi Darsim,-7.784819,110.3759911,restaurant,gunungkidul
Nasi Goreng Mas Tarman,-7.7878417,110.3723956,restaurant,gunungkidul
Kantin OK,-7.787876,110.3778171,restaurant,gunungkidul
Sate Ayam Pak Amat,-7.785113,110.3749056,restaurant,gunungkidul
Warung Bakmi Ngangeni,-7.7882086,110.3785368,restaurant,gunungkidul
Oseng-oseng Mercon Bu Narti,-7.7875926,110.3734217,restaurant,gunungkidul
Angkringan Barokah,-7.7882815,110.37854,restaurant,gunungkidul
Soto Ayam Code - Mak Sri,-7.7867906,110.3685273,restaurant,gunungkidul
Warung Makan Sederhana,-7.7874986,110.3797644,restaurant,gunungkidul
Penyetan Moe,-7.7873407,110.379339,restaurant,gunungkidul
Warmindo,-7.7873594,110.3793843,restaurant,gunungkidul
Rumah Makan Baru,-7.7873159,110.3792327,restaurant,gunungkidul
Warmindo,-7.7869694,110.3787339,restaurant,gunungkidul
Bubur Ayam Kotabaru,-7.7842858,110.3755722,restaurant,gunungkidul
Tuscan,-7.783522,110.3792448,restaurant,gunungkidul
Gudeg Mirasa,-7.783317,110.3792771,restaurant,gunungkidul
Kebab Bosman,-7.7850401,110.379017,restaurant,gunungkidul
Angkringan,-7.7883922,110.3755875,restaurant,gunungkidul
Doniteni,-7.7874405,110.3796057,restaurant,gunungkidul
Warung Makan Pak Lay,-7.7875036,110.3802238,restaurant,gunungkidul
Rumah Makan Jagad Kriuk,-7.7860918,110.3823788,restaurant,gunungkidul
Nasi Liwet Solo Wong Lemu,-7.7860864,110.3824909,restaurant,gunungkidul
Lumpia Rebung Bu Tatik,-7.7860982,110.3823283,restaurant,gunungkidul
Sego Pecel Blora Dhong Jati,-7.7860863,110.3828769,restaurant,gunungkidul
Nasi Goreng Kambing,-7.7860866,110.3824294,restaurant,gunungkidul
Bakso Urat Soringin Arema,-7.7860877,110.3825765,restaurant,gunungkidul
Nasi Brongkos Bu Rahman,-7.7879963,110.3772867,restaurant,gunungkidul
Ayam Bakar & Penyetan,-7.7862143,110.3821928,restaurant,gunungkidul
Soto Langensari,-7.7862633,110.3821481,restaurant,gunungkidul
Siomay & Batagor,-7.7862404,110.3821602,restaurant,gunungkidul
Waruga Warmindo - Burjo,-7.782868,110.3793796,restaurant,gunungkidul
Ka Story,-7.7825159,110.3793919,restaurant,gunungkidul
Sae Chicken - Warung 543,-7.7836891,110.3792365,restaurant,gunungkidul
Mie Aceh - Duta Serambi,-7.7827734,110.3793417,restaurant,gunungkidul
Mikuya,-7.782423,110.3793968,restaurant,gunungkidul
Mie Ayam Kobar Jaya,-7.7872179,110.3709391,restaurant,gunungkidul
Bakso dan Mie Ayam Yatmin,-7.7882117,110.3773379,restaurant,gunungkidul
Warung Makan Bu Uli,-7.7890903,110.3765167,restaurant,gunungkidul
Mie Ayam Asalam,-7.7861972,110.3758595,restaurant,gunungkidul
Soto Ayam,-7.7863022,110.3761118,restaurant,gunungkidul
Siomay Kotabaru,-7.7859728,110.3747143,restaurant,gunungkidul
Angkringan,-7.7861119,110.3754528,restaurant,gunungkidul
Warung Goyang Lidah,-7.7862229,110.3761391,restaurant,gunungkidul
De Celine Restaurant & Patisserie,-7.7859347,110.3718056,restaurant,gunungkidul
Cafe Warung Idhe Tentang Rasa,-7.7911189,110.446671,restaurant,gunungkidul
Soto Bathok kebon,-7.8028555,110.4450155,restaurant,gunungkidul
Djawara Bakso & Mie Ayam,-7.7911091,110.4464554,restaurant,gunungkidul
Ayam Goreng Suharti,-7.783068,110.4133512,restaurant,gunungkidul
Olive Fried Chicken,-7.7820246,110.450424,restaurant,gunungkidul
Chunda,-7.7838165,110.4184724,restaurant,gunungkidul
Thyme,-7.7829614,110.4059256,restaurant,gunungkidul
Mie Ayam Bakso,-7.7902673,110.4828419,restaurant,gunungkidul
Yogya Chicken,-7.7932553,110.4828597,restaurant,gunungkidul
Warung PBS,-7.7881533,110.4845777,restaurant,gunungkidul
Sop Ayam,-7.7927826,110.4828499,restaurant,gunungkidul
Angkringan Siji,-7.7885333,110.4848923,restaurant,gunungkidul
Burjo Gapuro,-7.792398,110.4792335,restaurant,gunungkidul
Lesehan Mantap Jiwa,-7.7871897,110.4824252,restaurant,gunungkidul
Resto Maduroso,-7.7919264,110.4825985,restaurant,gunungkidul
Mie Ayam Bakso Farhan 2,-7.7860346,110.4827666,restaurant,gunungkidul
Rocket Chicken,-7.9139297,110.555385,restaurant,gunungkidul
Warung Simbok,-7.9297951,110.56755,restaurant,gunungkidul
Griya Dhahar,-7.8777311,110.5421598,restaurant,gunungkidul
SalSari Resto & Cafe,-7.9391113,110.576351,restaurant,gunungkidul
Bale Ngaso,-7.8560028,110.4986609,restaurant,gunungkidul
Angkringan Pak Siwo,-7.8598273,110.508926,restaurant,gunungkidul
Bakso Mie Ayam Cak Irin,-7.9418279,110.5783551,restaurant,gunungkidul
Mie Ayam Bakso Mas IBNU,-8.0429781,110.8146516,restaurant,gunungkidul
Lesehan Dua Kembar,-7.9854043,110.6240579,restaurant,gunungkidul
Warung Makan,-7.8596222,110.5087312,restaurant,gunungkidul
Yu Djum Pusat,-7.9104509,110.5544219,restaurant,gunungkidul
Baskom,-7.9390973,110.5755819,restaurant,gunungkidul
Sani Rasa,-7.9429227,110.5792689,restaurant,gunungkidul
Lesehan Dinda Dewi,-7.8768215,110.5329669,restaurant,gunungkidul
Bakso Kembar,-8.0287124,110.8211028,restaurant,gunungkidul
Rest Area Tombo Ngelih,-7.8571211,110.5036927,restaurant,gunungkidul
Griya Dahar Mbah Bagong,-7.9818026,110.6174184,restaurant,gunungkidul
Omah Tabon,-7.8767899,110.5385538,restaurant,gunungkidul
Sego Berkat,-7.9875874,110.6285829,restaurant,gunungkidul
Bakso Mie Ayam,-8.0254142,110.7692891,restaurant,gunungkidul
Mie Ayam Bakso Lumintu,-8.0519076,110.8099414,restaurant,gunungkidul
Bakso Mie Ayam,-7.8634258,110.5114463,restaurant,gunungkidul
Rocket Chicken,-8.0520513,110.8098851,restaurant,gunungkidul
Rm. Tuah Sayo,-7.9795842,110.6146206,restaurant,gunungkidul
Bu Shinta,-7.9264464,110.5641041,restaurant,gunungkidul
Rocket Chicken,-7.9986072,110.6533722,restaurant,gunungkidul
Rumah Makan Berlian,-7.9998052,110.7084039,restaurant,gunungkidul
Ayam Geprek Sa'i,-7.9717501,110.6064831,restaurant,gunungkidul
Bakso Lek No,-7.869284,110.5194335,restaurant,gunungkidul
Soto Mbah Prapto,-7.8733199,110.5278202,restaurant,gunungkidul
Warung Makan Mie Ayam Goreng,-7.867455,110.5174509,restaurant,gunungkidul
Warung Pecel Lele Mbak Novi,-7.872596,110.5265009,restaurant,gunungkidul
Lek Dar,-7.9286441,110.5669784,restaurant,gunungkidul
Warung Makan Penyetan,-7.8706616,110.523462,restaurant,gunungkidul
Pawon Alas,-7.8927561,110.5473697,restaurant,gunungkidul
Warung Makan Trimo Mie Ayam Bakso,-7.8881845,110.5457239,restaurant,gunungkidul
Wingking Cafe,-7.7868911,110.4635153,restaurant,gunungkidul
Ikan Bakar Sumilir,-7.807886,110.4435657,restaurant,gunungkidul
Sate Kambing Muda Restu Ibu,-7.7920977,110.4460195,restaurant,gunungkidul
BeNaDa,-7.8163902,110.4426633,restaurant,gunungkidul
Bakso Urat Sapi Ambarrukmo,-7.8047481,110.4443249,restaurant,gunungkidul
Gudeg Bu Tiwik,-7.8341372,110.3878483,restaurant,gunungkidul
Selawase Resto & Wedangan,-7.7880633,110.3628181,restaurant,gunungkidul
Bakmi Kadin 2,-7.8025,110.3727784,restaurant,gunungkidul
Cafe Loteng,-7.7829404,110.3964904,restaurant,gunungkidul
Angkringan,-7.7889396,110.3742931,restaurant,gunungkidul
Pecel Lele Mbak Nanda,-7.7889422,110.3742564,restaurant,gunungkidul
Warung Toscana,-7.8191365,110.371142,restaurant,gunungkidul
Omah Dhahar Watu Genthong,-7.7930087,110.4585588,restaurant,gunungkidul
Bakso Urat Kampung Emas,-7.8670389,110.5436345,restaurant,gunungkidul
Bandung Fried Chicken 234,-7.7854465,110.3853432,restaurant,gunungkidul
Zona Seafood,-7.7895536,110.3701822,restaurant,gunungkidul
Pizza Hut,-7.8019188,110.3796927,restaurant,gunungkidul
Kedai Suru Pitoe,-7.8182688,110.4650045,restaurant,gunungkidul
Kedai Karang Kedempel,-7.8117073,110.4654679,restaurant,gunungkidul
Raminten 3,-7.7991485,110.3647975,restaurant,gunungkidul
H.Slamet,-7.7963087,110.3566625,restaurant,gunungkidul
Pempek Ny. Kamto,-7.7974397,110.3647166,restaurant,gunungkidul
Pempek Ny. Kamto,-7.7973969,110.3646307,restaurant,gunungkidul
Warung Nguri Uri,-7.7917681,110.3652336,restaurant,gunungkidul
Tengkleng Bhenjoyo,-7.8028052,110.3656117,restaurant,gunungkidul
ayam goreng bu tini,-7.8013633,110.3736936,restaurant,gunungkidul
sate padang naj sharil,-7.8017191,110.3748664,restaurant,gunungkidul
Soto Ijo Monjali,-7.7864755,110.3629017,restaurant,gunungkidul
Karta,-7.7935918,110.3659244,restaurant,gunungkidul
Zabunch,-7.8193413,110.3728174,restaurant,gunungkidul
Pempek & Siomay Ulu Banjar,-7.7833808,110.4016217,restaurant,gunungkidul
Easy Groovy,-7.8193036,110.3724886,restaurant,gunungkidul
Pedas api,-7.8145177,110.3678489,restaurant,gunungkidul
Stairs,-7.8191368,110.3697009,restaurant,gunungkidul
Bedjo Mie Ayam Bakso Batas Kota,-7.782962,110.3906683,restaurant,gunungkidul
Burjo Borneo,-7.789082,110.3933976,restaurant,gunungkidul
"Rumah Makan ""Kondang Jaya""",-7.7962566,110.365046,restaurant,gunungkidul
Tjemara Noodle Bar,-7.8199821,110.3707153,restaurant,gunungkidul
Joffi Ramen,-7.8200049,110.3709022,restaurant,gunungkidul
